",""X1"",""X2""";;;;;;;;
"2701,""Has a hard time going over thresholds but that is my only complaint. It does a great job."",""Reviewed in the United States on June 8, 2019""";;;;;;;;
"2702,""Well when we got this 6 months ago I absolutely loved it. Saved me time, set it and walk away but now the thing keeps shutting itself off and I cannot figure out what’s wrong with it. What used to save time is now a huge pain."",""Reviewed in the United States on June 8, 2019""";;;;;;;;
"2703,""Don’t even waste your time if you have cabinets, tables or couches. Deebot gets stuck on and under everything. You can’t leave the vacuum while you aren’t paying attention because you’re constantly fixing the issues"",""Reviewed in the United States on June 8, 2019""";;;;;;;;
"2704,""The vacuum works well. Unfortunately  the cats still not liking it. Neighbours cat had no issues with it";"-). Can get stuck sometimes in some spots and sometimes really gets lots to get back to dock. Can be up and down same spots but works great. Can easily get on carpets and off and climb small step from one floor level to the other. Picks up most cat hair and lots of dust which is awesome. Remember to check and clean dust box often. Also much more silent than our normal vacuum cleaner. App gave me hassles to download in South Africa but got a way to bypass with online help. Remote that came with it switches on the dvd player as well. With lighter colour objects turn away before it hits it. Black objects normal het a light bump before it moves. So far super happy with Didi and the battery life."",""Reviewed in the United States on June 8, 2019""";;;;;;;
"2705,""Cleans as I sleep"",""Reviewed in the United States on June 8, 2019""";;;;;;;;
"2706,""Love it. It picks everything up your broom leaves behind."",""Reviewed in the United States on June 8, 2019""";;;;;;;;
"2707,""Good to get hair and loose debree up"",""Reviewed in the United States on June 8, 2019""";;;;;;;;
"2708,""I have a Roomba that is a few years old so I decided to buy this as an upgrade. This vacuum is so smart, fast, and picks up so much better than my Roomba. Also, it’s so much quieter than my Roomba. I love that I can control it from my phone. What I’m most excited about is that it cleans under my couch because my regular vacuum is not slim enough to get under there. This is one of the best purchases I’ve made off of Amazon and I buy ALOT. Seriously you’ll thank yourself later. Buy it. It’s worth it."",""Reviewed in the United States on June 7, 2019""";;;;;;;;
"2709,""Hair gets stuck in brushes so it needs cleans often, no other problems"",""Reviewed in the United States on June 7, 2019""";;;;;;;;
"2710,""I was skeptical about these devices. It has proved to be fairly good at quick cleaning as evident by its tray that fills up after a couple of runs."",""Reviewed in the United States on June 7, 2019""";;;;;;;;
"2711,""I liked it right at first.  It was especially super handy before and after parties when everything was completely picked up on the floor.  We don’t have any pets so we don’t have a problem with a lot of hair but it didn’t last long at all.  It’s been six months and now it does work well.  It randomly shuts off even if the battery has a full charge.  It doesn’t pick things up well. Just overall disappointing quality."",""Reviewed in the United States on June 7, 2019""";;;;;;;;
"2712,""Got it 3 years ago and have been using it all the time. Actually, it is programmed to clean until it needs charging, go to it's station, recharge and resume cleaning.  The only thing it requires it occasional cleaning, every 3-4 days. Great product. So much so, I felt I had to acknowledge the quality at a very reasonable price."",""Reviewed in the United States on June 7, 2019""";;;;;;;;
"2713,""I made the cardinal sin of buying my wife a vacuum for her birthday. Luckily, she is a bit of a tech geek (as long as it works anyway) so when I saw this was on sale I figured why not? Honestly, it has been one of the best things I have ever bought her! She loves it! She can set a schedule for it to run, she can launch it from her phone wherever she is and it just runs. We have my wife and two daughters with long hair and two dogs (1 sheds, 1 doesn't) and hardwood floors throughout. This thing does a good enough job that my wife has gone from vacuuming the floors every other day to maybe once a week! The only drawback is that the hair accumulates in the rolling wheel that causes an error. It also gathers on the spinning brush that causes an error. It also gets in the bumper and disrupts the sensor that causes an error. It's not that bad though...15-20 minutes cleaning the hair from the vacuum and it's back to work, error free. It detects the drop off to the back room without issue. It detects the large objects (fridge, cabinets, etc.) with no problem. It doesn't detect dining room chair legs very well and gently bumps into them but does not leave a mark or any dings. My wife and I are very surprised at just how well this little unit works! Absolutely perfect for us! Now the vacuuming gets done when no one is home and my wife has more time for other things."",""Reviewed in the United States on June 7, 2019""";;;;;;;;
"2714,""If you have shedders, this is the best!  I always put the kitchen and dining room chairs and any side chairs up on the tables and run around collecting bones and dog toys which is a bit annoying, but well worth not vacuuming"",""Reviewed in the United States on June 7, 2019""";;;;;;;;
"2715,""I thought it was great when I first got it , but after having it for a few months it’s not worth the money . The container gets filled before completing a room and it misses so many spots"",""Reviewed in the United States on June 6, 2019""";;;;;;;;
