",""X1"",""X2""";;;;;;;;;
"1606,""The best investment! Love it"",""Reviewed in the United States on October 6, 2019""";;;;;;;;;
"1607,""I got this because I have hair everywhere from my dogs. Honestly I am disappointed by how this works picking up dog hair.  I guess if you did not have dogs it would be fine."",""Reviewed in the United States on October 6, 2019""";;;;;;;;;
"1608,""So we just went for it, our whole downstairs is laminate flooring and we have 2 dogs who we let out back. The floor was constantly dusty and had hair from the pups. This little guy works a treat, didnt realise how much there was. It isnt great on carpet but we didnt need that. we put him on every morning and empty him daily! i got a 20% voucher so worked out to be $160 before tax so well worth it!"",""Reviewed in the United States on October 6, 2019""";;;;;;;;;
"1609,""Save your money. I would invest in name brand"",""Reviewed in the United States on October 6, 2019""";;;;;;;;;
"1610,""We love this! I gave another one to my daughter as her baby gift!"",""Reviewed in the United States on October 5, 2019""";;;;;;;;;
"1611,""I have had this product for less than a year and all of a sudden it stopped working. It will move for about 5 minutes and then it stops and begin beeping.  It worked well for a while, but I am disapointed with the quality and the longevity of this product."",""Reviewed in the United States on October 5, 2019""";;;;;;;;;
"1612,""I got this vacuum for Mother’s Day from my kids and so far it has become my best friend.  It helps me especially with the dogs hair that it could be very annoying on certain time of the year.Si far I am happy with this product!"",""Reviewed in the United States on October 5, 2019""";;;;;;;;;
"1613,""I didn't enable  Alexa so I can't speak to that.  Some of the negative reviews seem to be expecting a lot out of this little vac.  It cleans fine for what I expect of it.  I usually run it once between cleaning lady visits to get surface stuff- crumbs and such.  Or when the exposed wood floor is gritty.  It goes under the furniture which helps cut down on dust bunnies.  The dust chamber is small so if I'm running it over the whole (Ranch) house I need to dump it frequently. It's quirky.  It really does need to be supervised.  I would never let it run while I'm not here.  It likes pick up cords and run around with them. It can pull lamps off if I don't move the cord. It likes to bully the stools in the kitchen and needs to be redirected.  We have a lot of small and large area rugs.  I don't have a problem with it changing from wood to rugs, but it sometimes likes to sit and chew on the edge of a rug.  One review said it can't find it's home base.  I have the opposite problem- it doesn't like to be too far away from the base.  If I want it to clean in one part of the house, I have to shut the doors to rooms in the part where the charger is or it will not go to the other parts of the house.For the price, it's fine.  It does what I bought it to do- light cleaning of surfaces between regular cleanings."",""Reviewed in the United States on October 5, 2019""";;;;;;;;;
"1614,""Okay so I've had this guy, Vlad the Inhaler, for about a year and here is my take:1. He does pick up a lot of dirt. The first week I had to empty him everyday. I don't have pets or children and vacuumed weekly. I didn't think my floors were so dirty. They are.2. You have to pick up your house before you let your robot vacuum. Vlad has picked up a lot of things, especially phone cords.3. Your robot will get stuck in the most random places. For sure under your couch, possibly your air conditioning grate, your kitchen rug.4. Run your vacuum while you're home so you can rescue 'em.5. You need to run your robot at least five days a week to vacuum your house. This little guy uses a random pattern, so it takes a few days to cover your entire floor.6. I had him for about 10 months before having to replace the brushes and filter.TL";"DR good intro robot vac, does the job, you should be home when he rune so you can rescue him when he gets stuck."",""Reviewed in the United States on October 4, 2019""";;;;;;;;
"1615,""My family loves our so much, the kids named him. They even talk to it. My mom tried to steal it.Great for everyday cleaning. I run it 2 to 3 times a day because we have 3 dogs and 4 cats in and out all day.Wish it wouldn't die in the middle of the floor but it is doing amazing keeping up with our busy household."",""Reviewed in the United States on October 4, 2019""";;;;;;;;;
